iso_code,family,name,latitude,longitude
xiy,tupi1275,Xipaya,-4.133,-49.948
xip,unat1236,Xipináwa,-8.22,-72.39
xir,araw1281,Xiriâna,0.83868,-63.452927
xok,nucl1710,Xokleng,-26.9217,-49.5886
yar,cari1283,Yabarana,5.32692,-66.276
ybn,araw1281,Yabaâna-Mainatari,0.58332,-65.5
yad,peba1241,Yagua,-3.42913,-72.2186
ynu,tuca1253,Yahuna,-0.505365,-70.478211
yak,saha1239,Northwest Sahaptin,46.2655,-120.756
xyl,unat1236,Yalakalore,-13.2396,-59.9925
zpu,otom1299,Yalálag Zapotec,17.2134,-96.2183
yme,peba1241,Yameo,-4.16666,-73.6667
yaa,pano1259,Yaminahua,-9.8846,-71.5964
qur,quec1387,Chaupihuaranga Quechua,-10.4929,-76.5314
ame,araw1281,Yanesha',-10.5454,-75.315
guu,yano1268,Yanomamö,1.67967,-64.8781
wca,yano1268,Yanomám,2.48999,-62.8522
yaq,utoa1244,Yaqui,29.9446,-110.681
zae,otom1299,Yareni Zapotec,17.3406,-96.7052
yri,book1242,Yarí,1.43017,-74.3715
yro,yano1268,Yaroame,1.720201,-62.230225
zty,otom1299,Yatee Zapotec,17.2888,-96.198
zav,otom1299,Yatzachi Zapotec,17.1869,-96.284
zpb,otom1299,Yautepec Zapotec,16.44147,-95.92825
qux,quec1387,Yauyos Quechua,-12.62,-75.7
yvt,araw1281,Yavitero-Pareni,2.924844,-67.438886
ywn,pano1259,Yawanawa,-8.87563,-71.8199
yaw,araw1281,Yawalapití,-12.5104,-53.4236
tlc,toto1251,Yecuatla Totonac,20.1765,-96.8741
pib,araw1281,Yine,-11.1086,-73.3087
yok,yoku1255,Northern Yokuts,36.3167,-119.721
xty,otom1299,Yoloxochitl Mixtec,16.8059,-98.6293
sxk,kala1402,Yoncalla,43.568,-123.466
mts,pano1259,Yora,-11.3704,-72.0409
mpm,otom1299,Yosondúa Mixtec,16.874,-97.579
msd,sign1238,Yucatec Maya Sign Language,20.5,-89.0
yua,maya1287,Yucatec Maya,18.7757,-88.9567
mvg,otom1299,Yucuañe Mixtec,17.2832,-97.4285
ycn,araw1281,Yucuna,-0.76075,-71.0033
yab,nada1235,Yuhup,0.2485,-69.8079
yuk,yuki1242,Northern Yukian,39.8389,-123.296
yup,cari1283,Yukpa,9.67534,-73.0557
yuq,tupi1275,Yuqui,-16.7875,-64.9438
yur,algi1248,Yurok,41.3262,-123.824
yui,tuca1253,Yurutí,0.735585,-69.6955
mab,otom1299,Yutanduchi Mixtec,17.0311,-97.2293
ztx,otom1299,Zaachila Zapotec,17.00245,-96.82337
nhi,utoa1244,Zacatlán-Ahuacatlán-Tepetzintla Nahuatl,20.0581,-97.8974
ctz,otom1299,Zacatepec Chatino,16.08,-97.3069
zpw,otom1299,Zaniza Zapotec,16.6804,-97.2876
zro,zapa1251,Záparo,-1.99871,-76.364
czn,otom1299,Zenzontepec Chatino,16.52799,-97.45546
pto,tupi1275,Zo'é,-1.77208,-55.50746
zpq,otom1299,Zoogocho Zapotec,17.2016,-96.3433
