iso_code,family,name,latitude,longitude
axb,guai1249,Abipon,-29.0,-61.0
tpx,otom1299,Acatepec Me'phaa,17.1034,-99.0602
aca,araw1281,Achagua,4.38649,-72.2005
guq,tupi1275,Aché,-25.5865,-56.4697
acr,maya1287,Achi,15.073,-90.3513
acc,book1242,"Achi', Cubulco",,
acv,pala1350,Achumawi,41.0979,-121.191
acu,jiva1245,Achuar-Shiwiar,-2.82646,-77.2641
acs,nucl1710,Acroá,-12.20318,-45.08975
afs,indo1319,Afro-Seminole Creole,31.7843,-99.2934
avo,unat1236,Agavotaguerra,-13.29849,-53.43936
aga,unat1236,Aguano,-5.25,-75.8333
agu,maya1287,Aguacateco,15.3307,-91.3153
agr,jiva1245,Aguaruna,-5.30044,-77.9218
aht,atha1245,Ahtena,61.7068,-144.889
cpc,araw1281,Ajyíninka Apurucayali,-9.82364,-74.61947
ake,cari1283,Akawaio-Ingariko,6.16277,-60.862
aqz,tupi1275,Akuntsu,-12.8322,-60.9716
ako,cari1283,Akurio,3.19607,-55.6294
akz,musk1252,Alabama,30.76738,-94.62848
mim,otom1299,Alacatlatzala Mixtec,17.25,-98.58
apv,unat1236,Alapmunte,-12.329886,-59.996702
lsc,sign1238,Albarradas Sign Language,17.06144,-96.29642
xta,otom1299,Alcozauca Mixtec,17.3687,-98.3969
ale,eski1264,Aleut,52.1228,-174.29
alq,algi1248,Algonquin,47.3876,-77.5258
zaq,otom1299,Aloápam Zapotec,17.4137,-96.7438
amc,pano1259,Amahuaca,-10.2012,-72.3208
ama,tupi1275,Amanayé,-3.79772,-48.6613
amr,hara1260,Amarakaeri,-12.4931,-70.5533
zpo,otom1299,Amatlán Zapotec,16.2707,-96.4003
qva,quec1387,Ambo-Pasco Quechua,-10.5138,-76.1135
ase,sign1238,American Sign Language,33.8117,-81.6121
mbz,otom1299,Amoltepec Mixtec,16.6521,-97.4518
adw,tupi1275,Amundava,-9.04023,-62.3064
aan,tupi1275,Anambé,-2.71119,-49.303
anb,zapa1251,Andoa,-3.29664,-76.6056
aqt,leng1261,Angaité,-22.85,-58.45
tnd,chib1249,Angosturas Tunebo,6.54198,-71.9212
ans,choc1280,Anserma,6.24999,-76.05
aig,indo1319,Antigua and Barbuda Creole English,17.068263,-61.821863
xap,musk1252,Apalachee,30.118,-84.416
apy,cari1283,Apalaí,1.49792,-54.7457
mip,otom1299,Apasco-Apoala Mixtec,17.6143,-97.0657
api,tupi1275,Apiaká,-7.84711,-57.91
apn,nucl1710,Apinayé,-6.10774,-47.6315
apu,araw1281,Apurinã,-8.21692,-66.7714
arl,zapa1251,Arabela,-1.96126,-75.0612
xrt,uncl1493,Aranama,28.65425,-97.38526
aro,pano1259,Araona,-12.4242,-67.7293
arp,algi1248,Arapaho,43.3879,-108.81
arj,tuca1253,Arapaso,0.13727,-67.7282
awt,tupi1275,Araweté,-4.90246,-52.5001
arw,araw1281,Lokono,5.64295,-56.9243
qxu,quec1387,Arequipa-La Unión Quechua,-15.1806,-72.6333
aed,sign1238,Argentine Sign Language,-34.797,-59.1798
arh,chib1249,Arhuaco,10.7018,-73.6363
ari,cadd1255,Arikara,45.0,-100.0
ait,tupi1275,Arikem,-8.924,-63.742
ark,nucl1710,Arikapú,-12.4878,-62.7261
aoh,unat1236,Arma,2.03332,-76.0
arx,tupi1275,Aruá (Rondonia State),-12.1186,-62.4357
aru,araw1282,Arawá (Amazonas State),-5.5,-67.98
cni,araw1281,Asháninka,-11.9311,-73.9073
prq,araw1281,Ashéninka Perené,-10.9777,-74.9153
cjo,araw1281,Ashéninka Pajonal,-10.7583,-74.2014
asb,siou1252,Assiniboine,49.2923,-106.068
zoo,otom1299,Asunción Mixtepec Zapotec,16.8762,-96.8704
mib,otom1299,Atatláhuca Mixtec,17.07133,-97.67753
atj,algi1248,Atikamekw,47.9555,-73.7989
aox,araw1281,Atorada,2.481,-60.286
atc,pano1259,Atsahuaca,-14.1666,-69.5
atw,pala1350,Atsugewi,40.4271,-120.661
ocu,otom1299,Atzingo Matlatzinca,19.3871,-99.9239
aux,tupi1275,Aurê y Aurá,-4.137,-46.792
avs,zapa1251,Aushiri,-3.3196,-74.5411
avv,tupi1275,Avá-Canoeiro,-13.6081,-48.1336
kwi,barb1265,Awa-Cuaiquer,1.21652,-78.3401
awe,tupi1275,Awetí,-12.381944,-53.391944
quy,quec1387,Ayacucho Quechua,-13.84714,-74.32246
vmy,otom1299,Ayautla Mazatec,18.0993,-96.5952
zaf,otom1299,Ayoquesco Zapotec,16.6633,-96.8575
ayo,zamu1243,Ayoreo,-19.220055,-60.217495
miy,otom1299,Ayutla Mixtec,16.96667,-99.0967
tpc,otom1299,Azoyú Me'phaa,16.7584,-98.5241
bcr,atha1245,Witsuwit'en-Babine,55.0997,-126.41
bah,indo1319,Bahamas Creole English,25.032149,-77.390587
bjs,indo1319,Bajan,13.1365,-59.5346
bkq,cari1283,Bakairí,-14.2628,-54.7034
bvv,araw1281,Avane,5.26123,-67.5633
bwi,araw1281,Baniwa do Icana,2.17859,-67.7704
bsn,tuca1253,Barasana-Eduria,0.02193,-70.808
bpb,unat1236,Barbacoas,1.5206,-78.4834
boi,chum1262,Barbareño,34.462,-119.699
bae,araw1281,Baré,1.91649,-66.828
mot,chib1249,Barí,9.08497,-72.9353
tbn,chib1249,Barro Negro Tunebo,6.12622,-72.044
brg,araw1281,Baure,-13.61,-63.68
mkq,miwo1274,Bay Miwok,37.784,-122.419
bea,atha1245,Beaver,56.7984,-120.352
bzj,indo1319,Belize Kriol English,17.3941,-88.6281
blc,sali1255,Bella Coola,52.3448,-126.689
brc,indo1319,Berbice Creole Dutch,5.3829,-58.0002
bll,siou1252,Biloxi,31.32,-89.1951
bvl,sign1238,Bolivian Sign Language,-16.38949,-67.57823
boa,bora1262,Bora,-2.000259,-72.257066
kvn,chib1249,Border Kuna,7.92993,-77.1664
bor,boro1281,Bororo,-16.6029,-55.2004
brn,chib1249,Boruca,8.88093,-83.2124
bzs,sign1238,Brazilian Sign Language,-15.5,-48.0
bzd,chib1249,Bribri,9.39794,-83.0539
rib,sign1238,Bribri Sign Language,9.4,-83.05
rnb,sign1238,Brunca Sign Language,9.978549,-84.821363
sab,chib1249,Buglere,8.57695,-81.25648
cjp,chib1249,Cabécar,9.67031,-83.4102
cbb,araw1281,Cabiyarí,0.16101,-71.0622
ccr,misu1242,Cacaopera,13.7437,-88.1133
miu,otom1299,Cacaloxtepec Mixtec,17.7248,-97.7637
cbv,kaku1242,Kakua,0.88778,-69.5659
cad,cadd1255,Caddo,33.33,-93.5
ccd,indo1319,Cafundo,-23.0448,-43.6455
cbh,book1242,Cagua,3.99999,-74.0
chl,utoa1244,Cahuilla,33.5324,-116.691
cah,zapa1251,Cahuarano,-3.72665,-73.9469
qvc,quec1387,Cajamarca Quechua,-7.09314,-78.3214
qvl,quec1387,Cajatambo North Lima Quechua,-10.4126,-76.9602
zad,otom1299,Cajonos Zapotec,17.1427,-96.3352
frc,indo1319,Louisiana French,29.6869,-91.6133
ckz,maya1287,Kakchikel-K'iche' Mixed Language,14.6467,-90.6989
qud,quec1387,Calderón Highland Quichua,-0.36205,-78.2587
caw,spee1234,Callawalla,-15.88451,-68.10176
qxr,quec1387,Cañar-Azuay-South Chimborazo Highland Quichua,-2.48314,-78.9672
ram,nucl1710,Central-Southern Timbira,-6.10712,-45.1299
kaq,pano1259,Capanahua,-6.63254,-74.3813
cot,araw1281,Caquinte,-11.4812,-73.4451
cby,uncl1493,Carabayo,-1.7922,-69.9099
crf,choc1280,Caramanta,5.624,-75.877
cbc,tuca1253,Carapana,0.06168,-69.6465
hns,indo1319,Caribbean Hindustani,5.722918,-55.333168
jvn,aust1307,Caribbean Javanese,5.62695,-54.6305
cbd,cari1283,Carijona,1.21894,-72.0664
crr,algi1248,Carolina Algonquian,35.979,-77.291
crx,atha1245,Central Carrier,54.3768,-124.328
cbr,pano1259,Cashibo-Cacataibo,-8.70232,-75.4206
cbs,pano1259,Cashinahua,-9.72027,-71.1733
chc,siou1252,Catawba,34.9685,-80.8857
cca,book1242,Cauca,2.09246,-75.87725
cav,pano1259,Cavineña,-13.3544,-66.6277
cay,iroq1247,Cayuga,42.41,-76.5969
esu,eski1264,Central Alaskan Yupik,60.3062,-161.486
tar,utoa1244,Central Tarahumara,27.5648,-107.154
nhn,utoa1244,Tlaxcala-Puebla-Central Nahuatl,19.1248,-98.3002
ncx,utoa1244,Central Puebla Nahuatl,18.7545,-98.1264
nch,utoa1244,Central Huasteca Nahuatl,21.0963,-98.4356
ojc,algi1248,Central Ojibwa,46.5741,-84.1543
poo,pomo1273,Central Pomo,38.90547,-123.66393
csm,miwo1274,Central Sierra Miwok,38.0812,-120.257
ayr,ayma1253,Central Aymara,-17.0,-68.5
maz,otom1299,Central Mazahua,19.7357,-100.018
pbs,otom1299,Central Pame,21.3762,-99.2898
tuf,chib1249,Central Tunebo,6.8867,-72.097
cbi,barb1265,Cha'palaa,0.71489,-79.0508
quk,quec1387,Chachapoyas Quechua,-6.27021,-77.6615
cao,pano1259,Chácobo,-12.133,-66.7164
ciy,cari1283,Chaima,9.21256,-63.1034
ceg,zamu1243,Chamacoco,-20.5899,-58.2005
ccc,araw1281,Chamicuro,-5.1149,-75.6778
caj,araw1281,Chané,-18.186,-62.638
cbt,cahu1265,Shawi,-5.63764,-76.8252
mih,otom1299,Chayuco Mixtec,16.42,-97.83
xtb,otom1299,Chazumba Mixtec,18.1541,-97.7873
chr,iroq1247,Cherokee,35.4664,-83.163
ctc,book1242,Chetco,42.6864,-124.376
chy,algi1248,Cheyenne,45.5321,-106.659
cip,otom1299,Chiapanec,16.6562,-91.9417
chb,chib1249,Chibcha,6.24999,-74.1666
cic,musk1252,Chickasaw,34.0,-88.0
cob,maya1287,Chicomuceltec,15.6078,-91.2869
pei,otom1299,Chichimeca-Jonaz,21.2943,-100.524
trs,otom1299,Chicahuaxtla Triqui,17.1628,-97.8547
zpv,otom1299,Chichicapan Zapotec,16.8459,-96.5486
mii,otom1299,Chigmecatitlán Mixtec,18.6303,-98.1046
csg,sign1238,Chilean Sign Language,-32.781,-70.6698
clc,atha1245,Chilcotin-Nicola,51.98952,-123.24458
csa,otom1299,Chiltepec Chinantec,18.0606,-96.2183
cqu,book1242,Chilean Quechua,-23.7036,-67.7604
zoh,mixe1284,Chimalapa Zoque,16.6543,-94.6913
qug,quec1387,Bolivar-North Chimborazo Highland Quichua,-1.36727,-78.8521
cbg,chib1249,Chimila,10.1902,-74.2559
xch,chim1311,Chimakum,47.91457,-123.139145
chn,chin1490,Creolized Grand Ronde Chinook Jargon,55.0,-125.0
chh,chin1490,Clatsop-Shoalwater Chinook,46.39132,-123.9249
qxc,quec1387,Chincha Quechua,-12.85,-75.649
cbe,book1242,Chipiajes,3.08332,-71.1667
ciw,algi1248,Chippewa,47.347,-94.2738
chp,atha1245,Chipewyan,58.98,-104.44
cap,uruc1242,Chipaya,-18.73951,-67.89633
cax,chiq1253,Lomeriano-Ignaciano Chiquitano,-16.769554,-61.817795
qxa,quec1387,Chiquián Ancash Quechua,-10.1831,-77.4152
maq,otom1299,Chiquihuitlán Mazatec,18.0541,-96.6659
nhd,tupi1275,Chiripá,-25.6521,-55.051
zpc,otom1299,Choapan Zapotec,17.4371,-95.8656
cho,musk1252,Choctaw,32.25,-88.5
coz,otom1299,Chochotec,17.666,-97.2388
ctu,maya1287,Chol,17.4897,-92.4698
cht,hibi1242,Cholón,-9.23129,-75.9621
cti,book1242,"Chol, Tila",17.49,-92.47
caa,maya1287,Ch'orti',14.818,-89.2363
cjr,book1242,Chorotega,10.8154,-85.1228
cac,maya1287,Chuj,15.8399,-91.76
cnm,book1242,"Chuj, Ixtatán",,
chs,book1242,Chumash,,
cin,tupi1275,Cinta Larga,-10.5879,-60.8312
clm,sali1255,Clallam,48.0707,-123.511
nci,utoa1244,Classical Nahuatl,19.72,-96.97
qwc,quec1387,Classical Quechua,-9.99999,-76.5
csi,miwo1274,Coast Miwok,38.3285,-122.994
mco,mixe1284,Coatlán Mixe,16.9404,-95.4659
naz,utoa1244,Coatepec Nahuatl,18.32,-99.7114
miz,otom1299,Coatzospan Mixtec,18.048748,-96.763633
zps,otom1299,Coatlán Zapotec,16.1463,-96.7683
zca,otom1299,Coatecas Altas Zapotec,16.5609,-96.7336
cod,tupi1275,Cocama-Cocamilla,-4.5,-74.0
coj,coch1271,Cochimi,29.04,-114.077
coc,coch1271,Cocopa,32.376,-114.848
crd,sali1255,Coeur d'Alene,47.2958,-116.715
kog,chib1249,Cogui,10.9485,-73.8043
csn,sign1238,Colombian Sign Language,5.33532,-75.4464
gct,indo1319,Colonia Tovar German,10.4853,-67.2579
cof,barb1265,Tsafiki,-0.21181,-79.2347
col,sali1255,Columbia-Wenatchi,48.217,-118.454
com,utoa1244,Comanche,34.0,-101.0
cco,otom1299,Comaltepec Chinantec,17.5909,-96.445
coo,sali1255,Comox,49.7233,-124.967
csz,coos1248,Hanis,43.4413,-124.16
zoc,mixe1284,Central-South Chiapas Zoque,17.2157,-93.3183
trc,otom1299,Copala Triqui,17.1541,-97.9826
coq,atha1245,Coquille,44.5177,-119.605
qwa,quec1387,Corongo Ancash Quechua,-8.57647,-77.9864
xxr,nucl1710,Koropó,-21.3907,-42.716
csr,sign1238,Costa Rican Sign Language,9.8943,-84.118
cow,sali1255,Cowlitz,46.4167,-122.917
kox,book1242,Coxima,6.08332,-72.0833
coy,book1242,Coyaima,11.3333,-73.0
pbf,otom1299,Coyotepec Popoloca,18.3814,-97.6258
toc,toto1251,Coyutla Totonac,20.5447,-97.6852
mus,musk1252,Creek,31.0,-87.5
gyn,indo1319,Guyanese Creole English,9.0,-62.0
cro,siou1252,Crow,45.368,-107.874
crz,chum1262,Cruzeño,34.0465,-119.864
csf,sign1238,Cuba Sign Language,22.061,-79.209
cub,tuca1253,Cubeo,1.32382,-70.1939
cui,guah1252,Cuiba,6.19829,-69.8197
cul,araw1282,Culina,-8.55268,-70.6648
cuo,cari1283,Cumanagoto,10.209,-63.018
cum,book1242,Cumeral,2.83332,-69.5
cup,utoa1244,Cupeño,33.3148,-116.515
kpc,araw1281,Curripaco,0.69618,-67.5028
quz,quec1387,Cusco Quechua,-14.0853,-71.7663
xtu,otom1299,Cuyamecalco Mixtec,18.0821,-96.7314
dak,siou1252,Dakota,45.86,-96.58
kwa,nada1235,Dâw,-0.1177,-67.2934
ing,atha1245,Degexit'an,62.0697,-160.044
dny,araw1282,Deni,-6.74962,-67.5029
des,tuca1253,Desano,0.58157,-69.4955
dtd,waka1280,Ditidaht,48.67,-124.75
xtd,otom1299,Diuxi-Tilantongo Mixtec,17.3596,-97.3861
jbt,nucl1710,Djeoromitxí,-12.038,-64.6694
dgr,atha1245,Dogrib,63.17,-117.25
doq,sign1238,Dominican Sign Language,18.8798,-71.1722
kee,kere1287,Eastern Keres,35.5216,-106.453
ike,eski1264,Eastern Canadian Inuktitut,62.1735,-75.6139
nhe,utoa1244,Eastern Huasteca Nahuatl,21.0639,-97.9077
ojg,algi1248,Eastern Ojibwa,45.0112,-79.7503
aaq,algi1248,Eastern Abenaki,45.0112,-68.6617
peb,pomo1273,Eastern Pomo,38.5647,-122.586
qve,quec1387,Eastern Apurímac Quechua,-14.1754,-72.6686
gui,tupi1275,Eastern Bolivian Guaraní,-20.42,-63.37
otm,otom1299,Eastern Highland Otomi,20.5991,-98.0978
cly,otom1299,Eastern Highland Chatino,16.2437,-97.1526
azd,utoa1244,Eastern Durango Nahuatl,22.676,-104.6259
ecs,sign1238,Ecuadorian Sign Language,-1.24999,-79.1666
zpp,otom1299,El Alto Zapotec,16.8742,-96.9987
crn,utoa1244,El Nayar Cora,22.4099,-104.467
zte,otom1299,Elotepec Zapotec,16.8693,-97.1912
bdc,choc1280,Emberá-Baudó,5.2824,-76.32548
cto,choc1280,Emberá-Catío,7.52721,-76.7476
tdc,choc1280,Emberá-Tadó,5.23658,-77.1533
cmi,choc1280,Emberá-Chamí,4.8791,-76.0749
eme,tupi1275,Teko,3.23694,-52.3699
emo,book1242,Emok,-24.9202,-57.8892
pbh,cari1283,Panare,6.95035,-65.8483
unk,araw1281,Enawené-Nawé,-12.4302,-58.9802
sja,choc1280,Epena,4.25877,-77.3566
emy,maya1287,Epigraphic Mayan,18.993121,-88.768865
ese,pano1259,Ese Ejja,-11.7268,-67.515
ots,otom1299,Estado de México Otomi,19.8781,-99.61
eud,utoa1244,Eudeve,28.5,-110.0
eya,atha1245,Eyak,60.4232,-144.762
tlp,toto1251,Filomeno Mata Totonac,20.1415,-97.5931
zos,mixe1284,Northern Chiapas Zoque,17.3654,-93.3633
gce,atha1245,Galice,42.56343,-123.5854
car,cari1283,Galibi Carib,5.83772,-56.8323
cab,araw1281,Garifuna,15.3529,-86.9091
xgr,come1251,Garza,,
gvo,tupi1275,Gavião Do Jiparaná,-10.7235,-61.6752
git,tsim1258,Gitxsan,55.09,-128.08
gcl,indo1319,Grenadian Creole English,12.0067,-61.6989
ats,algi1248,Gros Ventre,48.4834,-108.738
gcf,indo1319,Guadeloupe-Martinique Creole French,16.304875,-61.405914
guh,guah1252,Sikuani,5.81736,-68.9839
gub,tupi1275,Guajajára,-4.69461,-45.7081
gvj,tupi1275,Guajá,-3.93574,-46.3683
gum,barb1265,Guambiano,2.55849,-76.582
gva,leng1261,Guaná (Paraguay),-21.9803,-58.0654
gvc,tuca1253,Kotiria,1.07554,-69.5705
gqn,araw1281,Kinikinao,-19.1667,-54.0333
gyr,tupi1275,Guarayu,-15.8247,-61.6934
gae,araw1281,Baniva de Maroa,1.80835,-66.922505
gsm,sign1238,Guatemalan Sign Language,14.5034,-90.5667
guo,guah1252,Guayabero,2.8969,-71.844
ngu,utoa1244,Central Guerrero Nahuatl,17.8583,-99.0023
amu,otom1299,Guerrero Amuzgo,16.77226,-98.18953
zpg,otom1299,Guevea De Humboldt Zapotec,16.7312,-95.3641
gcr,indo1319,Guianese Creole French,4.94804,-52.7336
ztu,otom1299,Güilá Zapotec,16.8824,-96.4572
gul,indo1319,Sea Island Creole English,33.6632,-79.6036
gwi,atha1245,Gwich'in,67.4307,-142.963
has,waka1280,Haisla,53.964,-128.602
hvc,uncl1493,Haitian Vodoun Culture Language,18.911,-72.394
hat,indo1319,Haitian,18.795135,-72.136115
hur,sali1255,Halkomelem,49.250402,-122.443668
haa,atha1245,Han,64.5002,-140.352
yuf,coch1271,Havasupai-Walapai-Yavapai,35.6302,-113.385
hei,waka1280,Heiltsuk-Oowekyala,51.7045,-127.221
hib,hibi1242,Hibito,-6.58333,-77.7
hid,siou1252,Hidatsa,47.33,-102.0
chd,tequ1244,Highland Oaxaca Chontal,16.1849,-95.7301
tos,toto1251,Highland Totonac,20.3798,-97.6159
poi,mixe1284,Highland Popoluca,18.198,-94.9109
azz,utoa1244,Highland Puebla Nahuatl,20.1554,-97.5556
hir,unat1236,Himarimã,-6.25217,-64.70047
hix,cari1283,Hixkaryána,-0.16265,-58.80153
win,siou1252,Ho-Chunk,43.5,-88.5
hoi,atha1245,Holikachuk,62.7266,-159.831
hds,sign1238,Honduras Sign Language,14.622,-87.224
hop,utoa1244,Hopi,35.7653,-110.535
hug,hara1260,Huachipaeri,-13.31951,-71.22749
qub,quec1387,Huallaga Huánuco Quechua,-9.57135,-75.594
hub,jiva1245,Huambisa,-3.99109,-77.9797
qvh,quec1387,Huamalíes-Dos de Mayo Huánuco Quechua,-9.15718,-76.3372
var,utoa1244,Huarijio,27.8685,-108.437
hus,maya1287,Huastec,21.6153,-98.5028
hva,book1242,"Huastec, San Luís Potosí",21.34901,-98.22951
hsf,book1242,"Huastec, Southeastern",21.34901,-98.22951
mau,otom1299,Huautla Mazatec,18.2556,-96.724
nhq,utoa1244,Huaxcaleca Nahuatl,18.8989,-96.9537
qwh,quec1387,Huaylas Ancash Quechua,-9.38709,-77.7768
qvw,quec1387,Huaylla Wanca Quechua,-12.1809,-75.2055
tee,toto1251,Huehuetla Tepehua,20.6189,-97.9347
hch,utoa1244,Huichol,21.954,-104.062
huh,arau1255,Huilliche,-40.0694,-72.767
mxs,otom1299,Huitepec Mixtec,16.9476,-97.1236
hup,atha1245,Hupa-Chilula,41.0982,-123.68
jup,nada1235,Hup,0.58622,-69.8359
geh,indo1319,Hutterite German,40.0,-97.0
iap,book1242,Iapama,0.97588,-53.3269
ign,araw1281,Ignaciano,-15.1188,-65.3993
txi,cari1283,Ikpeng,-11.37822,-53.49553
qvi,quec1387,Imbabura Highland Quichua,0.31776,-78.3729
inp,araw1281,Iñapari,-12.46525,-69.30827
inz,chum1262,Ineseño,34.6169,-120.08
inb,quec1387,Colombian Inga,1.00313,-76.8606
iks,sign1238,Inuit Sign Language,63.748611,-68.519722
iow,siou1252,Iowa-Oto,40.0511,-95.5213
azm,otom1299,Ipalapa Amuzgo,16.5053,-98.0129
iqu,zapa1251,Iquito,-3.31233,-73.97046
isc,pano1259,Isconahua,-7.75236,-74.5193
crb,araw1281,Island Carib,15.364795,-61.342957
mir,mixe1284,Isthmus Mixe,16.9481,-95.0681
nhk,utoa1244,Isthmus-Cosoleacaque Nahuatl,17.9401,-94.7347
nhp,utoa1244,Isthmus-Pajapan Nahuatl,18.2513,-94.6647
nhx,utoa1244,Isthmus-Mecayapan Nahuatl,18.2,-94.7547
zai,otom1299,Isthmus Zapotec,16.4548,-94.8444
ite,chap1271,Itene,-12.2994,-64.9841
mce,otom1299,Itundujia Mixtec,16.77876,-97.59753
itz,maya1287,Itza',17.0269,-89.8734
ixc,otom1299,Ixcatec,17.7597,-97.1242
mzi,otom1299,Ixcatlán Mazatec,18.1531,-96.5719
ixl,maya1287,Ixil,15.4569,-90.8935
ixj,maya1287,Ixil Chajul,15.46,-90.89
ixi,maya1287,Ixil Nebaj,15.46,-90.89
vmj,otom1299,Ixtayutla Mixtec,16.5774,-97.5759
otz,otom1299,Ixtenco Otomi,19.2146,-98.0272
crt,mata1289,Riverine Chorote,-22.1896,-63.2383
crq,mata1289,Forest Chorote,-22.2067,-62.6508
jai,book1242,"Jakalteko, Western",,
maj,otom1299,Jalapa De Díaz Mazatec,18.0803,-96.4977
jcs,sign1238,Jamaican Country Sign Language,18.04993,-77.75804
jaa,araw1282,Madi,-7.62223,-66.5662
jam,indo1319,Jamaican Creole English,18.13,-77.2612
jls,sign1238,Jamaican Sign Language,17.99968,-76.93205
mxt,otom1299,Jamiltepec Mixtec,16.2279,-97.8417
jru,cari1283,Japrería,10.5523,-72.7101
jqr,ayma1253,Jaqaru,-12.741939,-75.809231
qxw,quec1387,Jauja Wanca Quechua,-11.6747,-75.2786
jeb,cahu1265,Jebero,-5.40317,-76.4103
tow,kiow1265,Towa,35.5994,-106.766
apj,atha1245,Jicarilla Apache,36.8079,-107.007
jor,tupi1275,Jorá,-15.7492,-63.2094
jua,tupi1275,Júma,-7.27501,-64.0998
inj,quec1387,San Andrés-Lowland Inga,0.88872,-76.6593
mxq,mixe1284,Juquila Mixe,16.8912,-95.8484
jur,tupi1275,Yudja,-10.9354,-53.3472
vmc,otom1299,Juxtlahuaca Mixtec,17.3518,-98.0146
xbx,book1242,Kabixí,-14.2403,-58.9931
kbc,guai1249,Kadiwéu,-19.7222,-57.582
xai,uncl1493,Kaimbé,-10.4795944,-39.0262926
kgp,nucl1710,Kaingang,-27.7671,-52.5394
kgk,tupi1275,Kaiwá,-24.589,-54.6815
kbf,book1242,Kakauhua,-39.0488,-72.3228
kal,eski1264,Kalaallisut,69.3761,-52.864
kyl,kala1402,Central Kalapuya,44.9861,-123.925
fla,sali1255,Kalispel-Pend d'Oreille,47.5825,-114.19
vkm,kama1371,Kamakan,-15.0,-41.0
kay,tupi1275,Kamayurá,-12.2661,-53.4651
xbw,uncl1493,Kambiwá,-8.6093993,-36.5993292
xba,book1242,Kamba (Brazil),-18.8333,-57.3333
knm,katu1274,Katukína-Kanamarí,-6.45399,-68.7678
ksk,siou1252,Kansa,39.0,-94.4
xpn,uncl1493,Kapinawá,-8.49999,-38.3333
cak,maya1287,Kaqchikel,14.4662,-90.9881
cbm,book1242,"Kaqchikel, Yepocapa Southwestern",14.47,-90.99
ckd,book1242,"Kaqchikel, South Central",14.47,-90.99
cke,book1242,"Kaqchikel, Eastern",14.47,-90.99
ckf,book1242,"Kaqchikel, Southern",14.47,-90.99
ckc,book1242,"Kaqchikel, Northern",14.47,-90.99
cki,book1242,"Kaqchikel, Santa María de Jesús",14.47,-90.99
ckk,book1242,"Kaqchikel, Akatenango Southwestern",14.47,-90.99
ckj,book1242,"Kaqchikel, Santo Domingo Xenacoj",14.47,-90.99
ckw,book1242,"Kaqchikel, Western",14.47,-90.99
xkh,unat1236,Karahawyana,-1.29991,-57.8716
kpj,nucl1710,Karajá,-11.1881,-50.3492
kzw,uncl1493,Karirí-Xocó,-9.84999,-36.3333
kmv,indo1319,Uaçá Creole French,3.42825,-51.6888
kgm,book1242,Karipuna do Amapa,-2.92,-52.42
ktn,tupi1275,Karitiâna,-9.37937,-64.1522
kuq,tupi1275,Karipúna,-10.2006,-64.2807
krb,miwo1274,Karkin,38.01944,-122.13417
arr,tupi1275,Karo (Brazil),-10.3342,-61.5691
kju,pomo1273,Kashaya,38.5424,-123.08
kkz,atha1245,Kaska,61.0,-130.0
xat,katu1274,Katawixi,-7.25015,-64.8319
ktw,atha1245,Kato,39.7002,-123.432
xaw,utoa1244,Kawaiisu,36.0538,-118.679
ktx,pano1259,Kaxararí,-9.47288,-66.3329
kbb,cari1283,Kaxuiâna,2.17138,-55.9101
kyz,tupi1275,Kayabí,-11.2747,-55.5479
txu,nucl1710,Mebengokre,-7.77352,-51.6737
kek,maya1287,Q'eqchi',15.3788,-89.2452
kpn,tupi1275,Kepkiriwát,-11.663,-61.246
quc,maya1287,K'iche',14.5278,-91.1696
qxi,book1242,"K'iche', San Andrés",,
cun,book1242,"K'iche', Cunén",,
quu,book1242,"K'iche', Eastern",,
qut,book1242,"K'iche', West Central",,
quj,book1242,"K'iche', Joyabaj",,
kic,algi1248,Kickapoo,41.655145,-89.03034
klb,coch1271,Kiliwa,30.5471,-115.123
apk,atha1245,Kiowa Apache,34.9077,-98.2461
kio,kiow1265,Kiowa,34.9403,-98.9042
kii,cadd1255,Kitsai,31.83,-96.5
tlh,arti1236,Klingon,,
cku,musk1252,Koasati,30.4096,-92.709
coe,tuca1253,Koreguaje,0.92316,-75.3475
xor,pano1259,Korubo,-5.3655,-70.5094
avk,arti1236,Kotava,,
koy,atha1245,Koyukon,65.6093,-154.229
xra,nucl1710,Krahô,-8.01172,-47.5774
kqq,nucl1710,Borum,-18.9988,-41.2299
xre,nucl1710,Northeastern Timbira,-4.199179,-44.8295387
xri,nucl1710,Pykobjê,-5.94252,-46.7504
kui,cari1283,Kuikúro-Kalapálo,-12.3035,-53.2261
xpk,pano1259,Kulina Pano,-6.17715,-72.0438
dih,coch1271,Tipai,32.331,-116.604
kyr,tupi1275,Kuruáya,-7.30696,-55.17252
kwk,waka1280,Kwak'wala,50.9269,-127.308
qwt,atha1245,Kwalhioqua-Clatskanie,46.111979,-123.209332
kww,indo1319,Kwinti,5.1323,-56.1266
ldn,arti1236,Láadan,,
lac,maya1287,Lacandon,17.02093,-91.42348
zpl,otom1299,Lachixío Zapotec,16.7215,-96.9318
zpa,otom1299,Lachiguiri Zapotec,16.5772,-95.5367
lmw,miwo1274,Lake Miwok,39.0021,-122.621
lkt,siou1252,Lakota,46.3699,-103.95
lkd,namb1299,Lakondê,-13.2,-60.5
cnl,otom1299,Lalana Chinantec,17.58251,-96.00645
quf,quec1387,Lambayeque Quechua,-6.1715,-79.468
ztl,otom1299,Lapaguía-Guivini Zapotec,16.0676,-96.1636
zcd,otom1299,Las Delicias Zapotec,,
